"","ID","survey","subam","subam_type","isolation","treatments","Anax","Berosus","Bidessonotus","Buenoa","Caenis","Callibaetis","Ceratopogonidae","Chaoborus","Chironominae","Copelatus","Culex","Curicta","Derovatellus","Elachistocleis.sp.","Erythrodiplax","Heterelmis","Hydrocanthus","Hypodessus","Laccophilus","Limnocoris","Liodessus","Microvelia","Notonecta","Orthemis","Oxyagrion","Pantala","Pelocoris","Physalaemos.nattereri","Progomphus","Rhantus","Scinax.sp.","Sigara","Tanypodinae","Thermonectus","Tholymis","Tropisternus"
"B026","B02","4","1","center","120","pasture",0,0,0,1,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,6,0,0,0
"B036","B03","4","1","center","120","sugar_cane",0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,0,11,0,0,0
"B046","B04","4","1","center","120","control",0,0,0,4,2,2,0,1,18,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,5,0,3,0,0,0
"B056","B05","4","1","center","120","pasture",0,0,0,1,0,3,0,0,12,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,4,0,0,0,0,3,0,28,0,0,0
"B066","B06","4","1","center","120","sugar_cane",0,0,0,5,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,2,0,2,0,0,0
"B076","B07","4","1","center","120","control",0,0,0,0,3,0,0,0,281,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,6,0,0,0,0,1,0,15,0,0,0
"B086","B08","4","1","center","120","pasture",0,2,0,1,0,0,0,0,125,0,0,0,0,0,4,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,1,0,13,0,0,0
"B096","B09","4","1","center","120","sugar_cane",0,0,0,0,0,0,0,0,74,0,0,0,0,0,1,0,0,0,0,0,0,9,0,0,0,4,0,0,0,0,1,0,9,0,0,0
"B106","B10","4","1","center","120","control",0,4,0,0,0,0,0,0,47,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,9,0,0,0
"B116","B11","4","1","center","120","pasture",0,1,0,0,1,1,0,0,199,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,6,0,0,0
"B126","B12","4","1","center","120","sugar_cane",0,0,0,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"B136","B13","4","1","center","120","control",0,0,0,5,1,0,0,0,32,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,4,0,0,0,0,3,0,5,0,0,0
"B146","B14","4","1","center","120","pasture",0,0,0,0,0,1,0,0,136,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,12,0,0,0
"B156","B15","4","1","center","120","sugar_cane",0,1,0,1,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10,0,0,0
"C016","C01","4","1","center","480","control",0,2,0,3,0,0,0,1,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0
"C026","C02","4","1","center","480","pasture",0,0,0,1,0,0,0,0,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,2,0,0,7,0,11,0,0,0
"C036","C03","4","1","center","480","sugar_cane",0,0,0,0,0,0,0,0,42,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,9,0,0,0
"C046","C04","4","1","center","480","control",0,0,0,1,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,3,0,0,0
"C056","C05","4","1","center","480","pasture",0,1,0,5,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,15,0,0,0
"C066","C06","4","1","center","480","sugar_cane",0,0,0,0,0,0,0,1,55,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,3,0,7,0,0,0
"C076","C07","4","1","center","480","control",0,0,0,0,0,0,0,1,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,11,0,0,0
"C086","C08","4","1","center","480","pasture",0,1,0,0,1,0,0,4,75,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10,0,0,0,0,0,0,6,0,0,0
"C096","C09","4","1","center","480","sugar_cane",0,0,0,0,0,0,0,0,87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,1,0,8,0,0,0
"C106","C10","4","1","center","480","control",0,0,0,5,0,0,0,0,107,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,7,0,25,0,0,0
"C116","C11","4","1","center","480","pasture",0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,10,0,0,0
"C126","C12","4","1","center","480","sugar_cane",0,0,0,1,0,0,0,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0
"C136","C13","4","1","center","480","control",0,0,0,0,0,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,3,0,17,0,0,0
"C146","C14","4","1","center","480","pasture",0,0,0,1,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,1,0,18,0,0,0
"C156","C15","4","1","center","480","sugar_cane",0,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,2,0,3,0,7,0,0,0,0,1,0,11,0,0,0
"A0112","A01","4","2","center","30","control",0,0,0,1,2,0,0,1,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,17,0,0,0
"A0212","A02","4","2","center","30","pasture",0,1,0,1,0,0,0,0,5,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,7,0,4,0,0,0
"A0312","A03","4","2","center","30","sugar_cane",0,1,0,0,0,0,0,0,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,1,0,8,0,0,0
"A0412","A04","4","2","center","30","control",0,10,0,2,12,4,0,0,174,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,5,0,0,1,0,4,0,18,0,0,0
"A0512","A05","4","2","center","30","pasture",0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,5,0,11,0,0,0
"A0612","A06","4","2","center","30","sugar_cane",0,0,0,1,2,0,0,0,208,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,0,0,0,0,2,0,4,0,0,0
"A0712","A07","4","2","center","30","control",0,0,0,3,11,2,0,0,76,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,2,0,12,0,0,0
"A0812","A08","4","2","center","30","pasture",0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,3,0,3,0,0,0
"A0912","A09","4","2","center","30","sugar_cane",0,1,0,0,0,0,0,0,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,7,0,0,0
"A1012","A10","4","2","center","30","control",0,2,0,0,49,0,0,0,143,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,1,2,0,0,0,0,5,0,24,0,0,0
"A1112","A11","4","2","center","30","pasture",0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0
"A1212","A12","4","2","center","30","sugar_cane",0,0,0,2,0,0,0,0,26,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,22,0,0,0,0,1,0,1,0,0,0
"A1312","A13","4","2","center","30","control",0,4,0,0,36,0,0,1,199,0,0,0,0,0,12,0,0,0,0,0,0,0,0,1,0,6,0,0,0,0,3,0,13,0,0,0
"A1412","A14","4","2","center","30","pasture",0,0,0,0,1,0,0,0,18,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,3,0,0,0
"A1512","A15","4","2","center","30","sugar_cane",0,0,0,0,1,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,21,0,8,0,0,0
"B0112","B01","4","2","center","120","control",0,0,0,0,0,0,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,12,0,0,0
"B0212","B02","4","2","center","120","pasture",0,0,0,0,0,2,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,2,0,0,0
"B0312","B03","4","2","center","120","sugar_cane",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0
"B0412","B04","4","2","center","120","control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0
"B0512","B05","4","2","center","120","pasture",0,1,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9,0,0,0,0,1,0,14,0,0,0
"B0612","B06","4","2","center","120","sugar_cane",0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,11,0,0,0
"B0712","B07","4","2","center","120","control",0,0,0,1,1,0,0,0,93,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,13,0,0,0,0,13,0,6,0,0,0
"B0812","B08","4","2","center","120","pasture",0,1,0,0,0,0,0,0,195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,14,0,0,0
"B0912","B09","4","2","center","120","sugar_cane",0,0,0,0,0,0,0,0,51,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,4,0,0,0,0,0,0,10,0,0,0
"B1012","B10","4","2","center","120","control",0,2,0,2,1,0,0,0,36,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,11,0,0,0
"B1112","B11","4","2","center","120","pasture",0,0,0,1,4,0,0,0,126,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0
"B1212","B12","4","2","center","120","sugar_cane",0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0
"B1312","B13","4","2","center","120","control",0,0,0,5,1,1,0,0,60,0,0,0,0,0,6,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,7,0,5,0,0,0
"B1412","B14","4","2","center","120","pasture",0,0,0,0,0,0,0,2,244,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,3,0,4,0,0,0
"B1512","B15","4","2","center","120","sugar_cane",0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,4,0,0,0
"C0112","C01","4","2","center","480","control",0,3,0,0,0,0,0,1,388,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,14,0,0,0
"C0212","C02","4","2","center","480","pasture",0,0,0,3,0,0,0,0,113,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,9,0,5,0,0,0
"C0312","C03","4","2","center","480","sugar_cane",0,0,0,0,0,0,0,1,108,0,3,0,0,0,0,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,1,0,18,0,0,0
"C0412","C04","4","2","center","480","control",0,2,0,4,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,3,0,6,0,0,0
"C0512","C05","4","2","center","480","pasture",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,1,0,1,0,0,0
"C0612","C06","4","2","center","480","sugar_cane",0,0,0,0,0,0,0,1,25,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,2,0,0,0,0,1,0,10,0,0,0
"C0712","C07","4","2","center","480","control",0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,7,0,2,0,0,0
"C0812","C08","4","2","center","480","pasture",0,1,0,0,0,0,0,14,26,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,3,0,0,0,0,0,0,20,0,0,0
"C0912","C09","4","2","center","480","sugar_cane",0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,1,0,30,0,0,0
"C1012","C10","4","2","center","480","control",0,0,0,3,1,0,0,0,20,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,0,10,0,0,0
"C1112","C11","4","2","center","480","pasture",0,0,0,5,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,50,0,3,0,2,0,0,0,0,2,0,6,0,0,0
"C1212","C12","4","2","center","480","sugar_cane",0,0,0,1,0,0,0,0,66,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,9,0,0,0,0,7,0,6,0,0,0
"C1312","C13","4","2","center","480","control",0,3,0,0,1,0,0,0,463,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,5,0,14,0,0,0
"C1412","C14","4","2","center","480","pasture",0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,2,0,0,0,0,2,0,14,0,0,0
"C1512","C15","4","2","center","480","sugar_cane",0,0,0,1,0,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,3,0,0,0
"A0122","A01","4","3","center","30","control",0,0,0,1,1,0,0,1,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,7,0,6,0,0,0
"A0222","A02","4","3","center","30","pasture",0,2,0,0,0,0,0,0,2,0,3,0,0,0,1,0,0,0,0,0,0,0,0,1,0,4,0,0,0,0,4,0,7,0,0,0
"A0322","A03","4","3","center","30","sugar_cane",0,0,0,0,0,0,0,0,8,0,23,0,0,0,1,0,0,0,0,0,0,0,0,3,0,2,0,0,0,0,1,0,5,0,0,0
"A0422","A04","4","3","center","30","control",0,0,0,0,0,0,0,0,122,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,4,0,0,0
"A0522","A05","4","3","center","30","pasture",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,2,0,0,0,0,7,0,4,0,0,0
"A0622","A06","4","3","center","30","sugar_cane",0,0,0,0,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,9,0,2,0,0,0
"A0722","A07","4","3","center","30","control",0,0,0,0,5,0,0,0,26,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,1,0,15,0,0,0
"A0822","A08","4","3","center","30","pasture",0,0,0,0,0,0,0,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,0,0,0,0,0,0,5,0,0,0
"A0922","A09","4","3","center","30","sugar_cane",0,0,0,0,0,0,1,0,87,0,0,0,0,0,4,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,1,0,13,0,0,0
"A1022","A10","4","3","center","30","control",0,0,0,1,3,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,1,0,21,0,0,0
"A1122","A11","4","3","center","30","pasture",0,4,0,2,0,0,0,1,20,0,0,0,0,0,5,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,8,0,0,0
"A1222","A12","4","3","center","30","sugar_cane",0,1,0,0,0,0,0,1,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,0,0,0,0,0,1,0,0,0
"A1322","A13","4","3","center","30","control",0,1,0,1,2,0,0,0,155,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0
"A1422","A14","4","3","center","30","pasture",0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0
"A1522","A15","4","3","center","30","sugar_cane",0,0,0,3,0,0,0,0,60,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,3,0,0,0,0,6,0,3,0,0,0
"B0122","B01","4","3","center","120","control",0,0,0,6,0,0,0,0,119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,0,4,0,5,0,0,0
"B0222","B02","4","3","center","120","pasture",0,0,0,8,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,9,0,0,0,0,0,0,5,0,0,0
"B0322","B03","4","3","center","120","sugar_cane",0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,9,0,0,0,0,1,0,4,0,0,0
"B0422","B04","4","3","center","120","control",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"B0522","B05","4","3","center","120","pasture",0,0,0,0,0,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,8,0,0,0,0,5,0,18,0,0,0
"B0622","B06","4","3","center","120","sugar_cane",0,0,0,17,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,7,0,17,0,0,0
"B0722","B07","4","3","center","120","control",0,0,0,1,0,0,0,0,225,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,3,0,19,0,0,0
"B0822","B08","4","3","center","120","pasture",0,0,0,4,0,0,0,0,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,8,0,0,0
"B0922","B09","4","3","center","120","sugar_cane",0,0,0,0,0,0,0,0,29,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,3,0,0,0,0,0,0,10,0,0,0
"B1022","B10","4","3","center","120","control",0,0,0,0,0,0,1,1,29,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,17,0,0,0
"B1122","B11","4","3","center","120","pasture",0,1,0,2,12,0,0,0,148,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,5,0,0,0
"B1222","B12","4","3","center","120","sugar_cane",0,0,0,2,0,0,0,0,19,0,0,0,0,0,1,0,0,0,0,0,0,8,0,0,0,8,0,0,0,0,2,0,0,0,0,0
"B1322","B13","4","3","center","120","control",0,0,0,0,1,0,0,0,54,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,2,0,0,0,0,3,0,5,0,0,0
"B1422","B14","4","3","center","120","pasture",0,0,0,13,0,1,0,0,218,0,0,0,0,0,6,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,26,0,2,0,0,0
"B1522","B15","4","3","center","120","sugar_cane",0,0,0,1,0,0,0,0,15,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,3,0,0,0
"C0122","C01","4","3","center","480","control",0,1,0,0,0,0,0,0,315,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,6,0,0,0,0,0,0,6,0,0,0
"C0222","C02","4","3","center","480","pasture",0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,1,0,0,8,0,6,0,0,0
"C0322","C03","4","3","center","480","sugar_cane",0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,7,0,11,0,0,0
"C0422","C04","4","3","center","480","control",0,1,0,8,0,0,0,0,115,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,4,0,5,0,0,0
"C0522","C05","4","3","center","480","pasture",0,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,12,0,0,0,0,9,0,15,0,0,0
"C0622","C06","4","3","center","480","sugar_cane",0,0,0,0,0,0,0,0,50,0,1,0,0,0,0,0,0,0,0,0,0,7,0,0,0,4,0,0,0,0,8,0,13,0,0,0
"C0722","C07","4","3","center","480","control",0,0,0,0,0,0,0,0,45,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,6,0,9,0,0,0
"C0822","C08","4","3","center","480","pasture",0,0,0,0,0,0,0,3,32,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,5,0,0,0,0,4,0,3,0,0,0
"C0922","C09","4","3","center","480","sugar_cane",0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,7,0,0,0
"C1022","C10","4","3","center","480","control",0,0,0,6,1,0,0,0,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,1,37,0,9,0,0,0
"C1122","C11","4","3","center","480","pasture",0,0,0,0,0,0,0,0,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,11,0,0,0
"C1222","C12","4","3","center","480","sugar_cane",0,1,0,3,0,0,0,0,110,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,13,0,0,0,0,3,0,9,0,0,0
"C1322","C13","4","3","center","480","control",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,17,0,2,0,4,0,0,0,0,14,0,3,0,0,0
"C1422","C14","4","3","center","480","pasture",0,0,0,5,2,0,0,2,6,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,4,0,0,0,0,7,0,22,0,0,0
"C1522","C15","4","3","center","480","sugar_cane",0,0,0,0,0,0,0,0,64,0,0,0,0,0,1,0,0,0,0,0,0,0,0,5,0,5,0,0,0,0,4,0,1,0,0,0
"A0132","A01","4","4","margin","30","control",0,0,0,1,2,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0
"A0232","A02","4","4","margin","30","pasture",0,0,0,0,0,0,0,0,3,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,3,0,0,0
"A0332","A03","4","4","margin","30","sugar_cane",0,0,0,0,0,0,0,0,32,0,13,0,0,0,2,0,0,0,0,0,0,7,0,3,0,4,0,0,0,0,0,0,0,0,0,0
"A0432","A04","4","4","margin","30","control",0,1,0,1,1,1,0,0,157,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,1,0,0,0,10,0,0,0
"A0532","A05","4","4","margin","30","pasture",0,3,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"A0632","A06","4","4","margin","30","sugar_cane",0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0
"A0732","A07","4","4","margin","30","control",0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,5,0,0,0
"A0832","A08","4","4","margin","30","pasture",0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,1,0,0,0,0,0,0,2,0,0,0
"A0932","A09","4","4","margin","30","sugar_cane",0,1,0,0,0,0,0,0,2,0,0,0,0,0,12,0,0,0,0,0,0,6,0,1,0,2,0,0,0,0,0,0,7,0,0,0
"A1032","A10","4","4","margin","30","control",0,0,0,1,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,6,0,0,0,0,0,0,5,0,0,0
"A1132","A11","4","4","margin","30","pasture",0,0,0,0,0,2,0,0,18,0,2,0,0,0,2,0,0,0,0,0,0,7,0,0,0,2,0,0,0,0,0,0,3,0,0,0
"A1232","A12","4","4","margin","30","sugar_cane",0,1,0,0,0,0,0,0,274,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,15,0,0,0,0,0,0,0,0,0,0
"A1332","A13","4","4","margin","30","control",0,0,0,0,0,0,0,0,4,0,9,0,0,0,1,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,1,0,0,0
"A1432","A14","4","4","margin","30","pasture",0,1,0,0,0,0,0,0,77,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0
"A1532","A15","4","4","margin","30","sugar_cane",0,0,0,0,0,0,0,0,448,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,0,0,1,0,0,0
"B0132","B01","4","4","margin","120","control",0,0,0,0,0,1,0,0,65,0,4,0,0,0,0,0,0,0,0,0,0,8,0,1,0,5,0,0,0,0,0,0,13,0,0,0
"B0232","B02","4","4","margin","120","pasture",0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
"B0332","B03","4","4","margin","120","sugar_cane",0,0,0,0,0,0,2,0,170,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,3,0,0,0
"B0432","B04","4","4","margin","120","control",0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,4,0,0,0,0,0,0,10,0,0,0
"B0532","B05","4","4","margin","120","pasture",0,0,0,0,0,0,0,0,30,0,0,0,0,0,3,0,0,0,0,0,0,5,0,0,0,6,0,0,0,0,0,0,5,0,0,0
"B0632","B06","4","4","margin","120","sugar_cane",0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,2,0,0,0
"B0732","B07","4","4","margin","120","control",0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,5,0,0,0,0,0,0,2,0,0,0
"B0832","B08","4","4","margin","120","pasture",0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,0,3,0,0,0,0,0,0,1,0,0,0
"B0932","B09","4","4","margin","120","sugar_cane",0,0,0,0,0,0,0,0,98,0,0,0,0,0,2,0,0,0,0,0,0,4,0,0,0,6,0,0,0,0,0,0,5,0,0,0
"B1032","B10","4","4","margin","120","control",0,0,0,0,0,0,0,0,65,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,4,0,0,0
"B1132","B11","4","4","margin","120","pasture",0,0,0,1,1,0,0,0,57,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,5,0,0,0,0,0,0,1,0,0,0
"B1232","B12","4","4","margin","120","sugar_cane",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
"B1332","B13","4","4","margin","120","control",0,0,0,2,0,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,0,0,0,5,0,0,0
"B1432","B14","4","4","margin","120","pasture",0,0,0,0,0,3,0,0,11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
